NAME	STATUS	LOOKED_UP_SYMBOL	TITLE
DNAJC5B	valid_symbol	DNAJC5B	"DnaJ (Hsp40) homolog, subfamily C, member 5 beta"
ZFYVE1	valid_symbol	ZFYVE1	"zinc finger, FYVE domain containing 1"
MFAP5	valid_symbol	MFAP5	microfibrillar associated protein 5
WHSC1L1	valid_symbol	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
MLL3	valid_symbol	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3
RAB10	valid_symbol	RAB10	"RAB10, member RAS oncogene family"
EVX1	valid_symbol	EVX1	"eve, even-skipped homeo box homolog 1 (Drosophila)"
PPIL5	valid_symbol	PPIL5	peptidylprolyl isomerase (cyclophilin) like 5
LRRTM3	valid_symbol	LRRTM3	leucine-rich repeat transmembrane neuronal 3 protein
TNMD	valid_symbol	TNMD	tenomodulin protein
KRTAP4-4	valid_symbol	KRTAP4-4	keratin associated protein 4-4
GABRA1	valid_symbol	GABRA1	"gamma-aminobutyric acid (GABA) A receptor, alpha 1"
AMOT	valid_symbol	AMOT	angiomotin
RRN3	valid_symbol	RRN3	RNA polymerase I transcription factor RRN3
SFRS2	valid_symbol	SFRS2	"splicing factor, arginine/serine-rich 2"
BAT8	valid_symbol	BAT8	HLA-B associated transcript 8
MGC3130	valid_symbol	MGC3130	hypothetical protein MGC3130
FLJ22169	accession_or_alias	ATG9A	ATG9 autophagy related 9 homolog A (S. cerevisiae)
MGC13272	accession_or_alias	MON1A	MON1 homolog A (yeast)
MYH2	valid_symbol	MYH2	"myosin, heavy polypeptide 2, skeletal muscle, adult"
UBXD2	valid_symbol	UBXD2	UBX domain containing 2
TPH2	valid_symbol	TPH2	tryptophan hydroxylase 2
LOC284739	valid_symbol	LOC284739	hypothetical protein LOC284739
CDS2	valid_symbol	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
HPSE2	valid_symbol	HPSE2	heparanase 2
GTPBP2	valid_symbol	GTPBP2	GTP binding protein 2
TWIST1	valid_symbol	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)
TNPO1	valid_symbol	TNPO1	transportin 1
C21ORF61	valid_symbol	C21ORF61	chromosome 21 open reading frame 61
TRAF4	valid_symbol	TRAF4	TNF receptor-associated factor 4
HLX1	valid_symbol	HLX1	H2.0-like homeo box 1 (Drosophila)
ETV1	valid_symbol	ETV1	ets variant gene 1
DKFZP547C195	valid_symbol	DKFZP547C195	hypothetical protein DKFZp547C195
NCAM1	valid_symbol	NCAM1	neural cell adhesion molecule 1
NTRK3	valid_symbol	NTRK3	"neurotrophic tyrosine kinase, receptor, type 3"
NCDN	valid_symbol	NCDN	neurochondrin
RAD23A	valid_symbol	RAD23A	RAD23 homolog A (S. cerevisiae)
ZFYVE9	valid_symbol	ZFYVE9	"zinc finger, FYVE domain containing 9"
RILP	valid_symbol	RILP	rab interacting lysosomal protein
ARHGAP20	valid_symbol	ARHGAP20	Rho GTPase activating protein 20
TRIB1	valid_symbol	TRIB1	tribbles homolog 1 (Drosophila)
PDCD4	valid_symbol	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
SOX21	valid_symbol	SOX21	SRY (sex determining region Y)-box 21
HTCD37	accession_or_alias	PRUNE	Prune homolog (Drosophila)
SLC27A1	valid_symbol	SLC27A1	"solute carrier family 27 (fatty acid transporter), member 1"
JARID2	valid_symbol	JARID2	"Jumonji, AT rich interactive domain 2"
IGF1	valid_symbol	IGF1	insulin-like growth factor 1 (somatomedin C)
CPR8	valid_symbol	CPR8	cell cycle progression 8 protein
TAZ	valid_symbol	TAZ	"tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)"
DLX1	valid_symbol	DLX1	distal-less homeo box 1
TP73L	valid_symbol	TP73L	tumor protein p73-like
TORC2	valid_symbol	TORC2	transducer of regulated cAMP response element-binding protein (CREB) 2
UBL3	valid_symbol	UBL3	ubiquitin-like 3
RASSF2	valid_symbol	RASSF2	Ras association (RalGDS/AF-6) domain family 2
BCL9	valid_symbol	BCL9	B-cell CLL/lymphoma 9
GNAO1	valid_symbol	GNAO1	"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
MRPL1	valid_symbol	MRPL1	mitochondrial ribosomal protein L1
NASP	valid_symbol	NASP	nuclear autoantigenic sperm protein (histone-binding)
ZC3HDC7	accession_or_alias	ZC3H7A	zinc finger CCCH-type containing 7A
CTLA4	valid_symbol	CTLA4	cytotoxic T-lymphocyte-associated protein 4
NR3C1	valid_symbol	NR3C1	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
FLJ23311	accession_or_alias	E2F8	E2F transcription factor 8
LOC91614	valid_symbol	LOC91614	novel 58.3 KDA protein
FLJ39155	valid_symbol	FLJ39155	hypothetical protein FLJ39155
FAIM2	valid_symbol	FAIM2	Fas apoptotic inhibitory molecule 2
HSPC117	valid_symbol	HSPC117	hypothetical protein HSPC117
GNG11	valid_symbol	GNG11	"guanine nucleotide binding protein (G protein), gamma 11"
GRIA1	valid_symbol	GRIA1	"glutamate receptor, ionotropic, AMPA 1"
SIM1	valid_symbol	SIM1	single-minded homolog 1 (Drosophila)
SEC10L1	valid_symbol	SEC10L1	SEC10-like 1 (S. cerevisiae)
TM4SF6	valid_symbol	TM4SF6	transmembrane 4 superfamily member 6
FLJ10945	valid_symbol	FLJ10945	hypothetical protein FLJ10945
SERPINB13	valid_symbol	SERPINB13	"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 13"
UTX	valid_symbol	UTX	"ubiquitously transcribed tetratricopeptide repeat gene, X chromosome"
XPO7	valid_symbol	XPO7	exportin 7
FLRT3	valid_symbol	FLRT3	fibronectin leucine rich transmembrane protein 3
TMEM16C	valid_symbol	TMEM16C	transmembrane protein 16C
NEF3	valid_symbol	NEF3	neurofilament 3 (150kDa medium)
ALB	valid_symbol	ALB	albumin
RAFTLIN	valid_symbol	RAFTLIN	raft-linking protein
C6ORF33	valid_symbol	C6ORF33	chromosome 6 open reading frame 33
AB026190	accession_or_alias	KLHL20	kelch-like 20 (Drosophila)
ZNF286	valid_symbol	ZNF286	zinc finger protein 286
CCIN	valid_symbol	CCIN	calicin
KCMF1	valid_symbol	KCMF1	potassium channel modulatory factor 1
TFEC	valid_symbol	TFEC	transcription factor EC
DEPDC2	valid_symbol	DEPDC2	DEP domain containing 2
FLJ33069	accession_or_alias	TMEM71	transmembrane protein 71
ITGAE	valid_symbol	ITGAE	"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)"
USP50	valid_symbol	USP50	ubiquitin specific protease 50
HS6ST3	valid_symbol	HS6ST3	heparan sulfate 6-O-sulfotransferase 3
ZNF297	valid_symbol	ZNF297	zinc finger protein 297
MGAT4A	valid_symbol	MGAT4A	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme A"
C1ORF26	valid_symbol	C1ORF26	chromosome 1 open reading frame 26
TUBA3	valid_symbol	TUBA3	"tubulin, alpha 3"
C19ORF21	valid_symbol	C19ORF21	chromosome 19 open reading frame 21
RAP1B	valid_symbol	RAP1B	"RAP1B, member of RAS oncogene family"
ZNF238	valid_symbol	ZNF238	zinc finger protein 238
CGI-51	accession_or_alias	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)
HOXB5	valid_symbol	HOXB5	homeo box B5
C19ORF13	accession_or_alias	FAM61A	"family with sequence similarity 61, member A"
USMG5	valid_symbol	USMG5	upregulated during skeletal muscle growth 5
HTR3A	valid_symbol	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A
SLITRK2	valid_symbol	SLITRK2	"SLIT and NTRK-like family, member 2"
RAB43	valid_symbol	RAB43	"RAB43, member RAS oncogene family"
LPHN3	valid_symbol	LPHN3	latrophilin 3
ATP10D	valid_symbol	ATP10D	"ATPase, Class V, type 10D"
FLJ33651	valid_symbol	FLJ33651	hypothetical protein FLJ33651
C11ORF23	valid_symbol	C11ORF23	chromosome 11 open reading frame 23
LOC389792	no_match		
ERBB4	valid_symbol	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
TSGA14	valid_symbol	TSGA14	"testis specific, 14"
GPR18	valid_symbol	GPR18	G protein-coupled receptor 18
FLJ14936	accession_or_alias	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A
TM4SF1	valid_symbol	TM4SF1	transmembrane 4 superfamily member 1
BIG1	accession_or_alias	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
CASQ2	valid_symbol	CASQ2	calsequestrin 2 (cardiac muscle)
FLJ32499	valid_symbol	FLJ32499	hypothetical protein FLJ32499
CSNK1G1	valid_symbol	CSNK1G1	"casein kinase 1, gamma 1"
SLC7A3	valid_symbol	SLC7A3	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3"
DRE1	accession_or_alias	KLHL24	kelch-like 24 (Drosophila)
TFAP2BL1	accession_or_alias	TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)
CCNG2	valid_symbol	CCNG2	cyclin G2
NPAS3	valid_symbol	NPAS3	neuronal PAS domain protein 3
KIAA1007	accession_or_alias	CNOT1	"CCR4-NOT transcription complex, subunit 1"
KIAA1720	accession_or_alias	SH3BP5L	SH3-binding domain protein 5-like
Sep-01	accession_or_alias	XRN1	5'-3' exoribonuclease 1
HMP19	valid_symbol	HMP19	HMP19 protein
PRKAG1	valid_symbol	PRKAG1	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
CSNK1A1L	valid_symbol	CSNK1A1L	"casein kinase 1, alpha 1-like"
FLJ33387	valid_symbol	FLJ33387	hypothetical protein FLJ33387
KIAA0140	accession_or_alias	FAM53B	"family with sequence similarity 53, member B"
MGC33951	valid_symbol	MGC33951	hypothetical protein MGC33951
CLSTN1	valid_symbol	CLSTN1	calsyntenin 1
SATB1	valid_symbol	SATB1	special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)
SLC12A8	valid_symbol	SLC12A8	"solute carrier family 12 (potassium/chloride transporters), member 8"
DKFZP586H2123	valid_symbol	DKFZP586H2123	DKFZP586H2123 protein
OLFM1	valid_symbol	OLFM1	olfactomedin 1
MYLK	valid_symbol	MYLK	"myosin, light polypeptide kinase"
C14ORF116	accession_or_alias	CHES1	checkpoint suppressor 1
POU4F1	valid_symbol	POU4F1	"POU domain, class 4, transcription factor 1"
TFAP2B	valid_symbol	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
BEX1	valid_symbol	BEX1	"brain expressed, X-linked 1"
C1QTNF3	valid_symbol	C1QTNF3	C1q and tumor necrosis factor related protein 3
C21ORF91	valid_symbol	C21ORF91	chromosome 21 open reading frame 91
POU6F2	valid_symbol	POU6F2	"POU domain, class 6, transcription factor 2"
LRRN3	valid_symbol	LRRN3	leucine rich repeat neuronal 3
CDKN1C	valid_symbol	CDKN1C	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"
ANKRD28	valid_symbol	ANKRD28	ankyrin repeat domain 28
CTNNA3	valid_symbol	CTNNA3	"catenin (cadherin-associated protein), alpha 3"
MGC23947	accession_or_alias	TCEAL7	transcription elongation factor A (SII)-like 7
GTF2A1	valid_symbol	GTF2A1	"general transcription factor IIA, 1, 19/37kDa"
13CDNA73	valid_symbol	13CDNA73	hypothetical protein CG003
NOVA1	valid_symbol	NOVA1	neuro-oncological ventral antigen 1
PCYT1B	valid_symbol	PCYT1B	"phosphate cytidylyltransferase 1, choline, beta isoform"
SCGB3A2	valid_symbol	SCGB3A2	"secretoglobin, family 3A, member 2"
MGC26605	accession_or_alias	PSMA8	"proteasome (prosome, macropain) subunit, alpha type, 8"
LRP6	valid_symbol	LRP6	low density lipoprotein receptor-related protein 6
PIK3CG	valid_symbol	PIK3CG	"phosphoinositide-3-kinase, catalytic, gamma polypeptide"
WBP2	valid_symbol	WBP2	WW domain binding protein 2
IGF1R	valid_symbol	IGF1R	insulin-like growth factor 1 receptor
HOXA6	valid_symbol	HOXA6	homeo box A6
TPR	valid_symbol	TPR	translocated promoter region (to activated MET oncogene)
ZNF219	valid_symbol	ZNF219	zinc finger protein 219
DKKL1-PENDING	valid_symbol	DKKL1-PENDING	soggy-1 gene
HT001	valid_symbol	HT001	HT001 protein
MARK1	valid_symbol	MARK1	MAP/microtubule affinity-regulating kinase 1
DMD	valid_symbol	DMD	"dystrophin (muscular dystrophy, Duchenne and Becker types)"
IREB2	valid_symbol	IREB2	iron-responsive element binding protein 2
LOC92162	valid_symbol	LOC92162	similar to RIKEN cDNA 2600017H02
MGC33530	valid_symbol	MGC33530	hypothetical protein MGC33530
LZTFL1	valid_symbol	LZTFL1	leucine zipper transcription factor-like 1
KIAA0460	valid_symbol	KIAA0460	KIAA0460 protein
MAP7	valid_symbol	MAP7	microtubule-associated protein 7
SMAD1	valid_symbol	SMAD1	"SMAD, mothers against DPP homolog 1 (Drosophila)"
MGC33211	accession_or_alias	KATNAL2	katanin p60 subunit A-like 2
APBA1	valid_symbol	APBA1	"amyloid beta (A4) precursor protein-binding, family A, member 1 (X11)"
PEPP2	accession_or_alias	PLEKHA5	"Pleckstrin homology domain containing, family A member 5"
CDC25A	valid_symbol	CDC25A	cell division cycle 25A
TCF1	valid_symbol	TCF1	"Transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor"
TLE1	valid_symbol	TLE1	"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"
SRPK2	valid_symbol	SRPK2	SFRS protein kinase 2
PDLIM3	valid_symbol	PDLIM3	PDZ and LIM domain 3
CDH6	valid_symbol	CDH6	"cadherin 6, type 2, K-cadherin (fetal kidney)"
INSRR	valid_symbol	INSRR	insulin receptor-related receptor
FABP4	valid_symbol	FABP4	"fatty acid binding protein 4, adipocyte"
SYTL2	valid_symbol	SYTL2	synaptotagmin-like 2
ELF1	valid_symbol	ELF1	E74-like factor 1 (ets domain transcription factor)
PNRC1	valid_symbol	PNRC1	proline-rich nuclear receptor coactivator 1
PAQR9	valid_symbol	PAQR9	progestin and adipoQ receptor family member IX
KCTD6	valid_symbol	KCTD6	potassium channel tetramerisation domain containing 6
FLJ38716	accession_or_alias	C1ORF161	chromosome 1 open reading frame 161
MGC71745	accession_or_alias	EMB	embigin homolog (mouse)
SST	valid_symbol	SST	somatostatin
ST5	valid_symbol	ST5	suppression of tumorigenicity 5
USF1	valid_symbol	USF1	upstream transcription factor 1
FLJ44112	valid_symbol	FLJ44112	FLJ44112 protein
RBP2	valid_symbol	RBP2	"Retinol binding protein 2, cellular"
CITED2	valid_symbol	CITED2	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
C10ORF81	valid_symbol	C10ORF81	chromosome 10 open reading frame 81
PCDH7	valid_symbol	PCDH7	BH-protocadherin (brain-heart)
FST	valid_symbol	FST	follistatin
MGC33993	accession_or_alias	RNF182	ring finger protein 182
SGCZ	valid_symbol	SGCZ	sarcoglycan zeta
SYT6	valid_symbol	SYT6	synaptotagmin VI
C17ORF28	valid_symbol	C17ORF28	chromosome 17 open reading frame 28
SLC40A1	valid_symbol	SLC40A1	"solute carrier family 40 (iron-regulated transporter), member 1"
GZMA	valid_symbol	GZMA	"granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)"
NFE2L3	valid_symbol	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
YPEL1	valid_symbol	YPEL1	yippee-like 1 (Drosophila)
BPAG1	accession_or_alias	DST	dystonin
ARHGEF6	valid_symbol	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
RIOK3	valid_symbol	RIOK3	RIO kinase 3 (yeast)
MGC40368	accession_or_alias	TCP11L2	t-complex 11 (mouse) like 2
CNNM3	valid_symbol	CNNM3	cyclin M3
FLJ11280	accession_or_alias	FAM63A	"family with sequence similarity 63, member A"
KRTAP4-10	valid_symbol	KRTAP4-10	keratin associated protein 4-10
FLJ90709	valid_symbol	FLJ90709	hypothetical protein FLJ90709
SMG1	valid_symbol	SMG1	PI-3-kinase-related kinase SMG-1
FLJ10546	accession_or_alias	RNF184	ring finger protein 184
FLJ41841	valid_symbol	FLJ41841	FLJ41841 protein
CACNG2	valid_symbol	CACNG2	"calcium channel, voltage-dependent, gamma subunit 2"
GRSF1	valid_symbol	GRSF1	G-rich RNA sequence binding factor 1
PDPR	valid_symbol	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
FGF6	valid_symbol	FGF6	fibroblast growth factor 6
STMN2	valid_symbol	STMN2	stathmin-like 2
DIRC2	valid_symbol	DIRC2	disrupted in renal carcinoma 2
ALDH8A1	valid_symbol	ALDH8A1	"aldehyde dehydrogenase 8 family, member A1"
GOLGB1	valid_symbol	GOLGB1	"golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1"
UMPK	accession_or_alias	UCK2	uridine-cytidine kinase 2
LLGL1	valid_symbol	LLGL1	lethal giant larvae homolog 1 (Drosophila)
PDK2	valid_symbol	PDK2	"pyruvate dehydrogenase kinase, isoenzyme 2"
SUMO1	valid_symbol	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (yeast)
FLJ90013	valid_symbol	FLJ90013	hypothetical protein FLJ90013
C10ORF13	valid_symbol	C10ORF13	chromosome 10 open reading frame 13
DLAD	accession_or_alias	DNASE2B	deoxyribonuclease II beta
IRF4	valid_symbol	IRF4	interferon regulatory factor 4
PIK3R1	valid_symbol	PIK3R1	"phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)"
EGR1	valid_symbol	EGR1	early growth response 1
HESX1	valid_symbol	HESX1	homeo box (expressed in ES cells) 1
TLE3	valid_symbol	TLE3	"transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)"
PIM2	valid_symbol	PIM2	pim-2 oncogene
PAPD4	valid_symbol	PAPD4	PAP associated domain containing 4
KIAA0861	accession_or_alias	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
USP25	valid_symbol	USP25	ubiquitin specific protease 25
MYCL1	valid_symbol	MYCL1	"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)"
FHL5	valid_symbol	FHL5	four and a half LIM domains 5
FLJ33814	valid_symbol	FLJ33814	hypothetical protein FLJ33814
SMAP	accession_or_alias	KIFAP3	kinesin-associated protein 3
C20ORF35	valid_symbol	C20ORF35	chromosome 20 open reading frame 35
PIK3C2A	valid_symbol	PIK3C2A	"phosphoinositide-3-kinase, class 2, alpha polypeptide"
POLR1C	valid_symbol	POLR1C	"polymerase (RNA) I polypeptide C, 30kDa"
CNR1	valid_symbol	CNR1	cannabinoid receptor 1 (brain)
DSP	valid_symbol	DSP	desmoplakin
PKN3	valid_symbol	PKN3	protein kinase N3
LAG3	valid_symbol	LAG3	lymphocyte-activation gene 3
DUSP6	valid_symbol	DUSP6	dual specificity phosphatase 6
GABRA2	valid_symbol	GABRA2	"gamma-aminobutyric acid (GABA) A receptor, alpha 2"
EBAG9	valid_symbol	EBAG9	"estrogen receptor binding site associated, antigen, 9"
POLR2L	valid_symbol	POLR2L	"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa"
MCRS1	valid_symbol	MCRS1	microspherule protein 1
MAB21L1	valid_symbol	MAB21L1	mab-21-like 1 (C. elegans)
EDAR	valid_symbol	EDAR	"ectodysplasin 1, anhidrotic receptor"
INADL	valid_symbol	INADL	InaD-like protein
OSBPL2	valid_symbol	OSBPL2	oxysterol binding protein-like 2
APBA2	valid_symbol	APBA2	"amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)"
SUHW3	valid_symbol	SUHW3	suppressor of hairy wing homolog 3 (Drosophila)
PCTK2	valid_symbol	PCTK2	PCTAIRE protein kinase 2
WBSCR1	valid_symbol	WBSCR1	Williams-Beuren syndrome chromosome region 1
MGC26594	accession_or_alias	C1ORF169	chromosome 1 open reading frame 169
FLJ11011	accession_or_alias	UBE2W	ubiquitin-conjugating enzyme E2W (putative)
CHMP1.5	accession_or_alias	CHMP1B	chromatin modifying protein 1B
JADE1	accession_or_alias	PHF17	PHD finger protein 17
MGC2941	accession_or_alias	PHF23	PHD finger protein 23
MDS1	valid_symbol	MDS1	myelodysplasia syndrome 1
ACVR2	valid_symbol	ACVR2	"activin A receptor, type II"
C14ORF119	valid_symbol	C14ORF119	chromosome 14 open reading frame 119
EMCN	valid_symbol	EMCN	endomucin
DEXI	valid_symbol	DEXI	dexamethasone-induced transcript
DHX57	valid_symbol	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57
LRRTM4	valid_symbol	LRRTM4	leucine-rich repeat transmembrane neuronal 4 protein
FLJ10415	valid_symbol	FLJ10415	hypothetical protein FLJ10415
NSD1	valid_symbol	NSD1	nuclear receptor binding SET domain protein 1
LAMA4	valid_symbol	LAMA4	"laminin, alpha 4"
SESN2	valid_symbol	SESN2	sestrin 2
TJP1	valid_symbol	TJP1	tight junction protein 1 (zona occludens 1)
HPCAL1	valid_symbol	HPCAL1	hippocalcin-like 1
ADORA1	valid_symbol	ADORA1	adenosine A1 receptor
SLC30A9	valid_symbol	SLC30A9	"solute carrier family 30 (zinc transporter), member 9"
DKFZP547E1010	accession_or_alias	C1ORF77	chromosome 1 open reading frame 77
RGS3	valid_symbol	RGS3	regulator of G-protein signalling 3
SCML1	valid_symbol	SCML1	sex comb on midleg-like 1 (Drosophila)
TGFB2	valid_symbol	TGFB2	"transforming growth factor, beta 2"
DLC1	valid_symbol	DLC1	deleted in liver cancer 1
NR2F1	valid_symbol	NR2F1	"nuclear receptor subfamily 2, group F, member 1"
FLJ32855	valid_symbol	FLJ32855	hypothetical protein FLJ32855
DKFZP434G156	valid_symbol	DKFZP434G156	hypothetical protein DKFZp434G156
MAP2K6	valid_symbol	MAP2K6	mitogen-activated protein kinase kinase 6
NTRK2	valid_symbol	NTRK2	"neurotrophic tyrosine kinase, receptor, type 2"
NT5C1B	valid_symbol	NT5C1B	"5'-nucleotidase, cytosolic IB"
STARD13	valid_symbol	STARD13	START domain containing 13
MEOX2	valid_symbol	MEOX2	mesenchyme homeo box 2 (growth arrest-specific homeo box)
HMGN3	valid_symbol	HMGN3	high mobility group nucleosomal binding domain 3
TNRC6	accession_or_alias	TNRC6A	Trinucleotide repeat containing 6A
DLX2	valid_symbol	DLX2	distal-less homeo box 2
TWIST2	valid_symbol	TWIST2	twist homolog 2 (Drosophila)
PIAS1	valid_symbol	PIAS1	"protein inhibitor of activated STAT, 1"
ITGA10	valid_symbol	ITGA10	"integrin, alpha 10"
SHOC2	valid_symbol	SHOC2	soc-2 suppressor of clear homolog (C. elegans)
POLR3F	valid_symbol	POLR3F	"polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa"
BMPR2	valid_symbol	BMPR2	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
FLJ13197	valid_symbol	FLJ13197	hypothetical protein FLJ13197
CHES1	valid_symbol	CHES1	checkpoint suppressor 1
UNC13D	valid_symbol	UNC13D	unc-13 homolog D (C. elegans)
SELENBP1	valid_symbol	SELENBP1	selenium binding protein 1
YT521	valid_symbol	YT521	splicing factor YT521-B
KLHL3	valid_symbol	KLHL3	kelch-like 3 (Drosophila)
CSNK2A1	valid_symbol	CSNK2A1	"casein kinase 2, alpha 1 polypeptide"
PRKCM	accession_or_alias	PRKD1	protein kinase D1
MGC33365	valid_symbol	MGC33365	hypothetical protein MGC33365
FXR1	valid_symbol	FXR1	"fragile X mental retardation, autosomal homolog 1"
MITF	valid_symbol	MITF	microphthalmia-associated transcription factor
ORC4L	valid_symbol	ORC4L	"origin recognition complex, subunit 4-like (yeast)"
LHX1	valid_symbol	LHX1	LIM homeobox 1
IGSF1	valid_symbol	IGSF1	"immunoglobulin superfamily, member 1"
GRK7	valid_symbol	GRK7	G protein-coupled receptor kinase 7
GREB1	valid_symbol	GREB1	GREB1 protein
UNC84B	valid_symbol	UNC84B	unc-84 homolog B (C. elegans)
RWDD3	valid_symbol	RWDD3	RWD domain containing 3
SCRN3	valid_symbol	SCRN3	secernin 3
HR	valid_symbol	HR	hairless homolog (mouse)
RHBDL4	valid_symbol	RHBDL4	"rhomboid, veinlet-like 4 (Drosophila)"
IRLB	accession_or_alias	MYCPBP	c-myc promoter binding protein
ETV4	valid_symbol	ETV4	"ets variant gene 4 (E1A enhancer binding protein, E1AF)"
PHEX	valid_symbol	PHEX	"phosphate regulating endopeptidase homolog, X-linked (hypophosphatemia, vitamin D resistant rickets)"
CHCHD7	valid_symbol	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
CHD6	valid_symbol	CHD6	chromodomain helicase DNA binding protein 6
PDZRN4	valid_symbol	PDZRN4	PDZ domain containing RING finger 4
PDE4D	valid_symbol	PDE4D	"phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)"
TLP19	accession_or_alias	TXNDC12	thioredoxin domain containing 12 (endoplasmic reticulum)
LOC51252	valid_symbol	LOC51252	hypothetical protein LOC51252
MLANA	valid_symbol	MLANA	melan-A
PFKFB4	valid_symbol	PFKFB4	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
VAMP5	valid_symbol	VAMP5	vesicle-associated membrane protein 5 (myobrevin)
TRPC5	valid_symbol	TRPC5	"transient receptor potential cation channel, subfamily C, member 5"
LRCH4	valid_symbol	LRCH4	leucine-rich repeats and calponin homology (CH) domain containing 4
HOXB6	valid_symbol	HOXB6	homeo box B6
FCGBP	valid_symbol	FCGBP	Fc fragment of IgG binding protein
PGM2	valid_symbol	PGM2	phosphoglucomutase 2
GRIPAP1	valid_symbol	GRIPAP1	GRIP1 associated protein 1
AQP2	valid_symbol	AQP2	aquaporin 2 (collecting duct)
ARFIP1	valid_symbol	ARFIP1	ADP-ribosylation factor interacting protein 1 (arfaptin 1)
PMCH	valid_symbol	PMCH	pro-melanin-concentrating hormone
DLG2	valid_symbol	DLG2	"Discs, large homolog 2, chapsyn-110 (Drosophila)"
GRAP2	valid_symbol	GRAP2	GRB2-related adaptor protein 2
TAGAP	valid_symbol	TAGAP	T-cell activation GTPase activating protein
DKFZP686L1814	valid_symbol	DKFZP686L1814	hypothetical protein DKFZp686L1814
LOC253827	valid_symbol	LOC253827	hypothetical protein LOC253827
ING4	valid_symbol	ING4	"inhibitor of growth family, member 4"
FGF12	valid_symbol	FGF12	fibroblast growth factor 12
EMX2	valid_symbol	EMX2	empty spiracles homolog 2 (Drosophila)
RXRG	valid_symbol	RXRG	"retinoid X receptor, gamma"
PPP3R1	valid_symbol	PPP3R1	"protein phosphatase 3 (formerly 2B), regulatory subunit B, 19kDa, alpha isoform (calcineurin B, type I)"
KRTAP9-4	valid_symbol	KRTAP9-4	keratin associated protein 9-4
YTHDF3	valid_symbol	YTHDF3	"YTH domain family, member 3"
RORA	valid_symbol	RORA	RAR-related orphan receptor A
FBXL20	valid_symbol	FBXL20	F-box and leucine-rich repeat protein 20
SLC38A4	valid_symbol	SLC38A4	"solute carrier family 38, member 4"
BRS3	valid_symbol	BRS3	bombesin-like receptor 3
FIBL-6	valid_symbol	FIBL-6	hemicentin
LHFPL1	valid_symbol	LHFPL1	lipoma HMGIC fusion partner-like 1
TDE1	valid_symbol	TDE1	tumor differentially expressed 1
KCNE1	valid_symbol	KCNE1	"potassium voltage-gated channel, Isk-related family, member 1"
GPM6A	valid_symbol	GPM6A	glycoprotein M6A
ZAK	valid_symbol	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
TP53	valid_symbol	TP53	tumor protein p53 (Li-Fraumeni syndrome)
